molecular class	DOID	disease name	clinic classification
C2-6	DOID:13999	contact blepharoconjunctivitis	Diseases_of_the_eye_and_adnexa
C2-6	DOID:11034	contact lens corneal edema	Diseases_of_the_eye_and_adnexa
C2-6	DOID:11543	corneal abscess	Diseases_of_the_eye_and_adnexa
C2-6	DOID:13447	corneal argyrosis	Diseases_of_the_eye_and_adnexa
C2-6	DOID:1237	corneal degeneration	Diseases_of_the_eye_and_adnexa
C2-6	DOID:11547	corneal deposit	Diseases_of_the_eye_and_adnexa
C2-6	DOID:2566	corneal dystrophy	Diseases_of_the_eye_and_adnexa
C2-6	DOID:1436	corneal ectasia	Diseases_of_the_eye_and_adnexa
C2-6	DOID:11382	corneal neovascularization	Diseases_of_the_eye_and_adnexa
C2-6	DOID:12753	corneal staphyloma	Diseases_of_the_eye_and_adnexa
C2-6	DOID:11831	cortical blindness	Diseases_of_the_eye_and_adnexa
C2-6	DOID:13574	cortical senile cataract	Diseases_of_the_eye_and_adnexa
C2-6	DOID:13295	crater-like holes of optic disc	Diseases_of_the_eye_and_adnexa
C2-6	DOID:9838	cyclotropia	Diseases_of_the_eye_and_adnexa
C2-6	DOID:9939	dacryocystocele	Diseases_of_the_eye_and_adnexa
C2-6	DOID:12087	deep corneal vascularisation	Diseases_of_the_eye_and_adnexa
C2-6	DOID:9858	deep keratitis	Diseases_of_the_eye_and_adnexa
C2-6	DOID:13328	diabetic cataract	Endocrine,_nutritional_and_metabolic_diseases
C2-6	DOID:13353	diffuse interstitial keratitis	Diseases_of_the_eye_and_adnexa
C2-6	DOID:981	diffuse secondary choroid atrophy	Diseases_of_the_eye_and_adnexa
C2-6	DOID:9076	discoid lupus erythematosus of eyelid	Diseases_of_the_eye_and_adnexa
C2-6	DOID:8787	disseminated chorioretinitis	Diseases_of_the_eye_and_adnexa
C2-6	DOID:10378	disuse amblyopia	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110420	dominant pericentral pigmentary retinopathy	Diseases_of_the_eye_and_adnexa
C2-6	DOID:10525	double pterygium	Diseases_of_the_eye_and_adnexa
C2-6	DOID:14252	dystrophies primarily involving the retinal pigment epithelium	Diseases_of_the_eye_and_adnexa
C2-6	DOID:1893	eczematous dermatitis of eyelid	Diseases_of_the_eye_and_adnexa
C2-6	DOID:12359	endocrine exophthalmos	Diseases_of_the_eye_and_adnexa
C2-6	DOID:11175	enophthalmos	Diseases_of_the_eye_and_adnexa
C2-6	DOID:12397	entropion	Diseases_of_the_eye_and_adnexa
C2-6	DOID:14244	epiphora due to excess lacrimation	Diseases_of_the_eye_and_adnexa
C2-6	DOID:13756	epiphora due to insufficient drainage	Diseases_of_the_eye_and_adnexa
C2-6	DOID:12124	episcleritis periodica fugax	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0060447	epithelial basement membrane dystrophy	Diseases_of_the_eye_and_adnexa
C2-6	DOID:13788	equatorial staphyloma	Diseases_of_the_eye_and_adnexa
C2-6	DOID:9840	esotropia	Diseases_of_the_eye_and_adnexa
C2-6	DOID:13651	eversion of lacrimal punctum	Diseases_of_the_eye_and_adnexa
C2-6	DOID:13135	exophthalmic ophthalmoplegia	Diseases_of_the_eye_and_adnexa
C2-6	DOID:1143	exotropia	Diseases_of_the_eye_and_adnexa
C2-6	DOID:9461	exposure keratitis	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0050535	exudative vitreoretinopathy	Diseases_of_the_eye_and_adnexa
C2-6	DOID:1492	eye and adnexa disease	Diseases_of_the_eye_and_adnexa
C2-6	DOID:9799	eye degenerative disease	Diseases_of_the_eye_and_adnexa
C2-6	DOID:10120	eyelid degenerative disease	Diseases_of_the_eye_and_adnexa
C2-6	DOID:530	eyelid disease	Diseases_of_the_eye_and_adnexa
C2-6	DOID:4664	filamentary keratitis	Diseases_of_the_eye_and_adnexa
C2-6	DOID:8464	flat retinoschisis	Diseases_of_the_eye_and_adnexa
C2-6	DOID:1979	focal chorioretinitis	Diseases_of_the_eye_and_adnexa
C2-6	DOID:11105	fundus albipunctatus	Diseases_of_the_eye_and_adnexa
C2-6	DOID:9378	glaucomatocyclitic crisis	Diseases_of_the_eye_and_adnexa
C2-6	DOID:10337	glaucomatous atrophy of optic disc	Diseases_of_the_eye_and_adnexa
C2-6	DOID:1242	globe disease	Diseases_of_the_eye_and_adnexa
C2-6	DOID:12318	granular corneal dystrophy	Diseases_of_the_eye_and_adnexa
C2-6	DOID:9794	hereditary choroidal atrophy	Diseases_of_the_eye_and_adnexa
C2-6	DOID:8498	hereditary night blindness	Diseases_of_the_eye_and_adnexa
C2-6	DOID:8500	hereditary retinal dystrophy	Diseases_of_the_eye_and_adnexa
C2-6	DOID:2282	hidradenitis	Diseases_of_the_skin_and_subcutaneous_tissue
C2-6	DOID:13214	hole retinal cyst	Diseases_of_the_eye_and_adnexa
C2-6	DOID:13134	hordeolum externum	Diseases_of_the_eye_and_adnexa
C2-6	DOID:10122	hyperpigmentation of eyelid	Diseases_of_the_eye_and_adnexa
C2-6	DOID:11669	hypertrichosis of eyelid	Diseases_of_the_eye_and_adnexa
C2-6	DOID:11668	hypopigmentation of eyelid	Diseases_of_the_eye_and_adnexa
C2-6	DOID:10443	hypopyon	Diseases_of_the_eye_and_adnexa
C2-6	DOID:10442	hypopyon ulcer	Diseases_of_the_eye_and_adnexa
C2-6	DOID:11671	hypotrichosis of eyelid	Diseases_of_the_eye_and_adnexa
C2-6	DOID:9841	hypotropia	Diseases_of_the_eye_and_adnexa
C2-6	DOID:11033	idiopathic corneal edema	Diseases_of_the_eye_and_adnexa
C2-6	DOID:10997	immature cataract	Diseases_of_the_eye_and_adnexa
C2-6	DOID:9389	infectious anterior uveitis	Diseases_of_the_eye_and_adnexa
C2-6	DOID:12363	intermittent proptosis	Diseases_of_the_eye_and_adnexa
C2-6	DOID:1942	intermittent squint	Diseases_of_the_eye_and_adnexa
C2-6	DOID:9908	internal hordeolum	Diseases_of_the_eye_and_adnexa
C2-6	DOID:9857	interstitial keratitis	Diseases_of_the_eye_and_adnexa
C2-6	DOID:9383	iridocyclitis	Diseases_of_the_eye_and_adnexa
C2-6	DOID:13919	irregular astigmatism	Diseases_of_the_eye_and_adnexa
C2-6	DOID:560	jaw-winking syndrome	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-6	DOID:11267	keratomalacia	Diseases_of_the_eye_and_adnexa
C2-6	DOID:10174	lacrimal passage granuloma	Diseases_of_the_eye_and_adnexa
C2-6	DOID:12959	lagophthalmos	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110421	late-adult onset retinitis pigmentosa	Diseases_of_the_eye_and_adnexa
C2-6	DOID:12360	lateral displacement of eye	Diseases_of_the_eye_and_adnexa
C2-6	DOID:110	lens disease	Diseases_of_the_eye_and_adnexa
C2-6	DOID:11364	lens subluxation	Diseases_of_the_eye_and_adnexa
C2-6	DOID:9388	lens-induced iridocyclitis	Diseases_of_the_eye_and_adnexa
C2-6	DOID:11772	leukocoria	Diseases_of_the_eye_and_adnexa
C2-6	DOID:13787	localized anterior staphyloma	Diseases_of_the_eye_and_adnexa
C2-6	DOID:1241	luxation of globe	Diseases_of_the_eye_and_adnexa
C2-6	DOID:2565	macular corneal dystrophy	Diseases_of_the_eye_and_adnexa
C2-6	DOID:11871	macular keratitis	Diseases_of_the_eye_and_adnexa
C2-6	DOID:10824	malignant hypertension	Diseases_of_the_circulatory_system
C2-6	DOID:10441	marginal corneal ulcer	Diseases_of_the_eye_and_adnexa
C2-6	DOID:1569	mechanical ectropion	Diseases_of_the_eye_and_adnexa
C2-6	DOID:13112	mechanical entropion	Diseases_of_the_eye_and_adnexa
C2-6	DOID:13037	mechanical lagophthalmos	Diseases_of_the_eye_and_adnexa
C2-6	DOID:10293	monocular esotropia	Diseases_of_the_eye_and_adnexa
C2-6	DOID:11853	monocular exotropia	Diseases_of_the_eye_and_adnexa
C2-6	DOID:9843	monofixation syndrome	Diseases_of_the_eye_and_adnexa
C2-6	DOID:10440	mycotic corneal ulcer	Diseases_of_the_eye_and_adnexa
C2-6	DOID:929	myopathy of extraocular muscle	Diseases_of_the_eye_and_adnexa
C2-6	DOID:82	myotonic cataract	Diseases_of_the_eye_and_adnexa
C2-6	DOID:5678	nerve fibre bundle defect	Diseases_of_the_eye_and_adnexa
C2-6	DOID:12125	neurotrophic keratoconjunctivitis	Diseases_of_the_eye_and_adnexa
C2-6	DOID:2879	nodular degeneration of cornea	Diseases_of_the_eye_and_adnexa
C2-6	DOID:728	nodular episcleritis	Diseases_of_the_eye_and_adnexa
C2-6	DOID:1894	noninfectious dermatoses of eyelid	Diseases_of_the_eye_and_adnexa
C2-6	DOID:13963	nuclear senile cataract	Diseases_of_the_eye_and_adnexa
C2-6	DOID:1209	nutritional optic neuropathy	Diseases_of_the_eye_and_adnexa
C2-6	DOID:10141	obsolete asthenopia	Diseases_of_the_eye_and_adnexa
C2-6	DOID:11550	oculomotor nerve paralysis	Diseases_of_the_eye_and_adnexa
C2-6	DOID:9722	ophthalmia nodosa	Diseases_of_the_eye_and_adnexa
C2-6	DOID:539	ophthalmoplegia	Diseases_of_the_eye_and_adnexa
C2-6	DOID:5723	optic atrophy	Diseases_of_the_eye_and_adnexa
C2-6	DOID:13561	optic disk drusen	Diseases_of_the_eye_and_adnexa
C2-6	DOID:11234	orbital cellulitis	Diseases_of_the_eye_and_adnexa
C2-6	DOID:14233	orbital cyst	Diseases_of_the_eye_and_adnexa
C2-6	DOID:930	orbital disease	Diseases_of_the_eye_and_adnexa
C2-6	DOID:10499	orbital granuloma	Diseases_of_the_eye_and_adnexa
C2-6	DOID:11232	orbital osteomyelitis	Diseases_of_the_eye_and_adnexa
C2-6	DOID:11231	orbital periostitis	Diseases_of_the_eye_and_adnexa
C2-6	DOID:9369	orbital plasma cell granuloma	Diseases_of_the_eye_and_adnexa
C2-6	DOID:11233	orbital tenonitis	Diseases_of_the_eye_and_adnexa
C2-6	DOID:12958	paralytic lagophthalmos	Diseases_of_the_eye_and_adnexa
C2-6	DOID:10863	paralytic squint	Diseases_of_the_eye_and_adnexa
C2-6	DOID:13341	parasitic conjunctivitis	Diseases_of_the_eye_and_adnexa
C2-6	DOID:13823	parasitic eyelid infestation	Certain_infectious_and_parasitic_diseases
C2-6	DOID:1398	parasitic infectious disease	Diseases_of_the_eye_and_adnexa
C2-6	DOID:14522	partial arterial retinal occlusion	Diseases_of_the_eye_and_adnexa
C2-6	DOID:9822	partial central choroid dystrophy	Diseases_of_the_eye_and_adnexa
C2-6	DOID:9811	partial circumpapillary choroid dystrophy	Diseases_of_the_eye_and_adnexa
C2-6	DOID:1726	partial of retinal vein occlusion	Diseases_of_the_eye_and_adnexa
C2-6	DOID:10631	partial optic atrophy	Diseases_of_the_eye_and_adnexa
C2-6	DOID:10864	partial third-nerve palsy	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0060863	patterned macular dystrophy	Diseases_of_the_eye_and_adnexa
C2-6	DOID:10445	perforated corneal ulcer	Diseases_of_the_eye_and_adnexa
C2-6	DOID:14507	peripheral degeneration of cornea	Diseases_of_the_eye_and_adnexa
C2-6	DOID:11864	peripheral focal chorioretinitis	Diseases_of_the_eye_and_adnexa
C2-6	DOID:12161	peripheral retinal degeneration	Diseases_of_the_eye_and_adnexa
C2-6	DOID:11283	peripheral scars of retina	Diseases_of_the_eye_and_adnexa
C2-6	DOID:12571	phacogenic glaucoma	Diseases_of_the_eye_and_adnexa
C2-6	DOID:12570	phacolytic glaucoma	Diseases_of_the_eye_and_adnexa
C2-6	DOID:11581	phlyctenulosis	Diseases_of_the_eye_and_adnexa
C2-6	DOID:13626	photokeratitis	Diseases_of_the_eye_and_adnexa
C2-6	DOID:11793	phthisical cornea	Certain_infectious_and_parasitic_diseases
C2-6	DOID:11029	pinguecula	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0060452	posterior amorphous corneal dystrophy	Diseases_of_the_eye_and_adnexa
C2-6	DOID:13448	posterior corneal pigmentation	Diseases_of_the_eye_and_adnexa
C2-6	DOID:14199	posterior dislocation of lens	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0060457	posterior polymorphous corneal dystrophy	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110855	posterior polymorphous corneal dystrophy 1	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110856	posterior polymorphous corneal dystrophy 2	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110857	posterior polymorphous corneal dystrophy 3	Diseases_of_the_eye_and_adnexa
C2-6	DOID:13676	posterior scleritis	Diseases_of_the_eye_and_adnexa
C2-6	DOID:2006	preretinal fibrosis	Diseases_of_the_eye_and_adnexa
C2-6	DOID:12349	primary eye hypotony	Diseases_of_the_eye_and_adnexa
C2-6	DOID:1399	primary lacrimal atrophy	Diseases_of_the_eye_and_adnexa
C2-6	DOID:10627	primary optic atrophy	Diseases_of_the_eye_and_adnexa
C2-6	DOID:13474	progressive peripheral pterygium	Diseases_of_the_eye_and_adnexa
C2-6	DOID:11134	prolapse of lacrimal gland	Diseases_of_the_eye_and_adnexa
C2-6	DOID:13207	proliferative diabetic retinopathy	Endocrine,_nutritional_and_metabolic_diseases
C2-6	DOID:11190	pseudomembranous conjunctivitis	Diseases_of_the_eye_and_adnexa
C2-6	DOID:1392	pseudopapilledema	Diseases_of_the_eye_and_adnexa
C2-6	DOID:11028	pseudopterygium	Diseases_of_the_eye_and_adnexa
C2-6	DOID:12162	pseudoretinitis pigmentosa	Diseases_of_the_eye_and_adnexa
C2-6	DOID:12364	pulsating exophthalmos	Diseases_of_the_eye_and_adnexa
C2-6	DOID:9724	purulent endophthalmitis	Diseases_of_the_eye_and_adnexa
C2-6	DOID:11541	recurrent corneal erosion	Diseases_of_the_eye_and_adnexa
C2-6	DOID:13910	red color blindness	Diseases_of_the_eye_and_adnexa
C2-6	DOID:13909	red-green color blindness	Diseases_of_the_eye_and_adnexa
C2-6	DOID:11781	regular astigmatism	Diseases_of_the_eye_and_adnexa
C2-6	DOID:9948	residual stage corticosteroid-induced glaucoma	Diseases_of_the_eye_and_adnexa
C2-6	DOID:2569	retinal drusen	Diseases_of_the_eye_and_adnexa
C2-6	DOID:13227	retinal dystrophies primarily involving Bruch's membrane	Diseases_of_the_eye_and_adnexa
C2-6	DOID:14253	retinal dystrophy in systemic or cerebroretinal lipidoses	Diseases_of_the_eye_and_adnexa
C2-6	DOID:12510	retinal ischemia	Diseases_of_the_eye_and_adnexa
C2-6	DOID:12165	retinal lattice degeneration	Diseases_of_the_eye_and_adnexa
C2-6	DOID:11295	retinal microaneurysm	Diseases_of_the_eye_and_adnexa
C2-6	DOID:7736	retinal telangiectasia	Diseases_of_the_eye_and_adnexa
C2-6	DOID:1729	retinal vascular occlusion	Diseases_of_the_eye_and_adnexa
C2-6	DOID:11563	retinal vasculitis	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110390	retinitis pigmentosa 1	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110388	retinitis pigmentosa 10	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110408	retinitis pigmentosa 11	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110358	retinitis pigmentosa 12	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110403	retinitis pigmentosa 13	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110381	retinitis pigmentosa 14	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110404	retinitis pigmentosa 17	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110356	retinitis pigmentosa 18	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110354	retinitis pigmentosa 19	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110415	retinitis pigmentosa 2	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110353	retinitis pigmentosa 20	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110400	retinitis pigmentosa 22	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110412	retinitis pigmentosa 23	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110416	retinitis pigmentosa 24	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110384	retinitis pigmentosa 25	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110368	retinitis pigmentosa 26	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110397	retinitis pigmentosa 27	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110365	retinitis pigmentosa 28	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110378	retinitis pigmentosa 29	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110414	retinitis pigmentosa 3	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110406	retinitis pigmentosa 30	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110391	retinitis pigmentosa 31	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110355	retinitis pigmentosa 32	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110366	retinitis pigmentosa 33	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110417	retinitis pigmentosa 34	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110357	retinitis pigmentosa 35	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110405	retinitis pigmentosa 36	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110399	retinitis pigmentosa 37	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110367	retinitis pigmentosa 38	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110360	retinitis pigmentosa 39	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110372	retinitis pigmentosa 4	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110375	retinitis pigmentosa 40	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110376	retinitis pigmentosa 41	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110386	retinitis pigmentosa 42	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110379	retinitis pigmentosa 43	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110394	retinitis pigmentosa 44	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110402	retinitis pigmentosa 45	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110409	retinitis pigmentosa 46	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110369	retinitis pigmentosa 47	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110382	retinitis pigmentosa 48	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110377	retinitis pigmentosa 49	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110396	retinitis pigmentosa 50	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110398	retinitis pigmentosa 51	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110364	retinitis pigmentosa 54	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110370	retinitis pigmentosa 55	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110371	retinitis pigmentosa 56	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110407	retinitis pigmentosa 57	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110362	retinitis pigmentosa 58	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110352	retinitis pigmentosa 59	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110413	retinitis pigmentosa 6	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110411	retinitis pigmentosa 60	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110373	retinitis pigmentosa 61	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110380	retinitis pigmentosa 62	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110385	retinitis pigmentosa 63	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110393	retinitis pigmentosa 66	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110359	retinitis pigmentosa 67	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110374	retinitis pigmentosa 68	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110410	retinitis pigmentosa 69	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110383	retinitis pigmentosa 7	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110392	retinitis pigmentosa 70	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110363	retinitis pigmentosa 71	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110395	retinitis pigmentosa 72	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110389	retinitis pigmentosa 73	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110401	retinitis pigmentosa 74	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110361	retinitis pigmentosa 75	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0080350	retinitis pigmentosa 77	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110387	retinitis pigmentosa 9	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110418	retinitis pigmentosa Y-linked	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0110419	retinitis pigmentosa with or without situs inversus	Diseases_of_the_eye_and_adnexa
C2-6	DOID:10444	ring corneal ulcer	Diseases_of_the_eye_and_adnexa
C2-6	DOID:11594	ring staphyloma	Diseases_of_the_eye_and_adnexa
C2-6	DOID:9709	rosacea conjunctivitis	Diseases_of_the_eye_and_adnexa
C2-6	DOID:14000	rubeosis iridis	Diseases_of_the_eye_and_adnexa
C2-6	DOID:11343	scleral disease	Diseases_of_the_eye_and_adnexa
C2-6	DOID:11595	scleral staphyloma	Diseases_of_the_eye_and_adnexa
C2-6	DOID:14230	scleromalacia perforans	Diseases_of_the_eye_and_adnexa
C2-6	DOID:13861	scleroperikeratitis	Diseases_of_the_eye_and_adnexa
C2-6	DOID:14444	sclerosing keratitis	Diseases_of_the_eye_and_adnexa
C2-6	DOID:9335	scotoma	Diseases_of_the_eye_and_adnexa
C2-6	DOID:11032	secondary corneal edema	Diseases_of_the_eye_and_adnexa
C2-6	DOID:1822	secondary lacrimal atrophy	Diseases_of_the_eye_and_adnexa
C2-6	DOID:12167	secondary vitreoretinal degeneration	Diseases_of_the_eye_and_adnexa
C2-6	DOID:9669	senile cataract	Diseases_of_the_eye_and_adnexa
C2-6	DOID:13356	senile ectropion	Diseases_of_the_eye_and_adnexa
C2-6	DOID:12836	senile entropion	Diseases_of_the_eye_and_adnexa
C2-6	DOID:12163	senile reticular retinal degeneration	Diseases_of_the_eye_and_adnexa
C2-6	DOID:11197	serous conjunctivitis except viral	Diseases_of_the_eye_and_adnexa
C2-6	DOID:8946	severe nonproliferative diabetic retinopathy	Endocrine,_nutritional_and_metabolic_diseases
C2-6	DOID:11754	siderosis of eye	Diseases_of_the_eye_and_adnexa
C2-6	DOID:9512	simple chronic conjunctivitis	Diseases_of_the_eye_and_adnexa
C2-6	DOID:11282	solar retinopathy	Diseases_of_the_eye_and_adnexa
C2-6	DOID:1571	spastic ectropion	Diseases_of_the_eye_and_adnexa
C2-6	DOID:12395	spastic entropion	Diseases_of_the_eye_and_adnexa
C2-6	DOID:13825	squamous blepharitis	Diseases_of_the_eye_and_adnexa
C2-6	DOID:10428	stable condition keratoconus	Diseases_of_the_eye_and_adnexa
C2-6	DOID:13789	staphyloma posticum	Diseases_of_the_eye_and_adnexa
C2-6	DOID:13654	stenosis of lacrimal passage	Diseases_of_the_eye_and_adnexa
C2-6	DOID:13653	stenosis of lacrimal punctum	Diseases_of_the_eye_and_adnexa
C2-6	DOID:3096	stenosis of lacrimal sac	Diseases_of_the_eye_and_adnexa
C2-6	DOID:9946	steroid-induced glaucoma	Diseases_of_the_eye_and_adnexa
C2-6	DOID:14548	steroid-induced glaucoma - borderline	Diseases_of_the_eye_and_adnexa
C2-6	DOID:540	strabismus	Diseases_of_the_eye_and_adnexa
C2-6	DOID:12311	stromal corneal pigmentation	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0060454	subepithelial mucinous corneal dystrophy	Diseases_of_the_eye_and_adnexa
C2-6	DOID:12196	superficial keratitis	Diseases_of_the_eye_and_adnexa
C2-6	DOID:13822	tetanic cataract	Diseases_of_the_eye_and_adnexa
C2-6	DOID:12362	thyrotoxic exophthalmos	Diseases_of_the_eye_and_adnexa
C2-6	DOID:9842	total circumpapillary dystrophy of choroid	Diseases_of_the_eye_and_adnexa
C2-6	DOID:11177	total internal ophthalmoplegia	Diseases_of_the_eye_and_adnexa
C2-6	DOID:10866	total third-nerve palsy	Diseases_of_the_eye_and_adnexa
C2-6	DOID:9867	toxic maculopathy	Diseases_of_the_eye_and_adnexa
C2-6	DOID:13329	toxic optic neuropathy	Diseases_of_the_eye_and_adnexa
C2-6	DOID:11850	transient refractive change	Diseases_of_the_eye_and_adnexa
C2-6	DOID:8482	transient retinal arterial occlusion	Diseases_of_the_eye_and_adnexa
C2-6	DOID:13060	traumatic glaucoma	Diseases_of_the_eye_and_adnexa
C2-6	DOID:13864	trochlear nerve disease	Diseases_of_the_eye_and_adnexa
C2-6	DOID:9483	ulcerative blepharitis	Diseases_of_the_eye_and_adnexa
C2-6	DOID:13514	venous tributary occlusion of retina	Diseases_of_the_eye_and_adnexa
C2-6	DOID:5691	visual cortex disease	Diseases_of_the_eye_and_adnexa
C2-6	DOID:1393	visual pathway disease	Diseases_of_the_eye_and_adnexa
C2-6	DOID:0050661	vitelliform macular dystrophy	Diseases_of_the_eye_and_adnexa
C2-6	DOID:14251	vitreoretinal dystrophy	Diseases_of_the_eye_and_adnexa
C2-6	DOID:9723	vitreous abscess	Diseases_of_the_eye_and_adnexa
C2-6	DOID:9726	vitreous detachment	Diseases_of_the_eye_and_adnexa
C2-6	DOID:9720	vitreous disease	Diseases_of_the_eye_and_adnexa
C2-6	DOID:11816	vitreous syneresis	Diseases_of_the_eye_and_adnexa
C2-6	DOID:9140	xeroderma of eyelid	Diseases_of_the_eye_and_adnexa
C2-7	DOID:10652	Alzheimer's disease	Diseases_of_the_nervous_system
C2-7	DOID:3052	Balkan nephropathy	Diseases_of_the_genitourinary_system
C2-7	DOID:9206	Barrett's esophagus	Diseases_of_the_digestive_system
C2-7	DOID:8778	Crohn's disease	Diseases_of_the_digestive_system
C2-7	DOID:12705	Friedreich ataxia	Diseases_of_the_nervous_system
C2-7	DOID:2986	IgA glomerulonephritis	Diseases_of_the_genitourinary_system
C2-7	DOID:2842	Jervell-Lange Nielsen syndrome	Diseases_of_the_circulatory_system
C2-7	DOID:0050445	X-linked dominant hypophosphatemic rickets	Endocrine,_nutritional_and_metabolic_diseases
C2-7	DOID:8866	actinic keratosis	Diseases_of_the_skin_and_subcutaneous_tissue
C2-7	DOID:12556	acute kidney tubular necrosis	Diseases_of_the_genitourinary_system
C2-7	DOID:13138	acute proliferative glomerulonephritis	Diseases_of_the_genitourinary_system
C2-7	DOID:559	acute pyelonephritis	Diseases_of_the_genitourinary_system
C2-7	DOID:13372	alpha 1-antitrypsin deficiency	Endocrine,_nutritional_and_metabolic_diseases
C2-7	DOID:2349	arteriosclerosis	Diseases_of_the_circulatory_system
C2-7	DOID:2841	asthma	Diseases_of_the_respiratory_system
C2-7	DOID:1936	atherosclerosis	Diseases_of_the_circulatory_system
C2-7	DOID:2513	basal cell carcinoma	Neoplasms
C2-7	DOID:11355	bladder calculus	Diseases_of_the_genitourinary_system
C2-7	DOID:2218	blood platelet disease	Diseases_of_the_blood_and_blood-forming_organs_and_certain_disorders_involving_the_immune_mechanism
C2-7	DOID:0080001	bone disease	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-7	DOID:3463	breast disease	Diseases_of_the_genitourinary_system
C2-7	DOID:10354	breast fibrocystic disease	Diseases_of_the_genitourinary_system
C2-7	DOID:182	calcinosis	Endocrine,_nutritional_and_metabolic_diseases
C2-7	DOID:331	central nervous system disease	Diseases_of_the_nervous_system
